Vin, Vout, Iin, Iout
+4.00123110E+01, +4.93688490E+00, +1.24354540E-01, +8.17583700E-01
+4.00120500E+01, +4.93731590E+00, +1.24626790E-01, +8.19214650E-01
+4.00133560E+01, +4.93743340E+00, +1.24912140E-01, +8.20856040E-01
+4.00123110E+01, +4.93739420E+00, +1.25167380E-01, +8.22437220E-01
+4.00130950E+01, +4.93753780E+00, +1.25443560E-01, +8.24031490E-01
+4.00132250E+01, +4.93775980E+00, +1.25721050E-01, +8.25616600E-01
+4.00117890E+01, +4.93790350E+00, +1.25986800E-01, +8.27239670E-01
+4.00112670E+01, +4.93809930E+00, +1.26261670E-01, +8.28819560E-01
+4.00113980E+01, +4.93808630E+00, +1.26531310E-01, +8.30394190E-01
+4.00107450E+01, +4.93829520E+00, +1.26821890E-01, +8.32074850E-01
+4.00107450E+01, +4.93841270E+00, +1.27077130E-01, +8.33653420E-01
+4.00119200E+01, +4.93864780E+00, +1.27345460E-01, +8.35190090E-01
+4.00125720E+01, +4.93868700E+00, +1.27608550E-01, +8.36811850E-01
+4.00116590E+01, +4.93879140E+00, +1.27893900E-01, +8.38475500E-01
+4.00117890E+01, +4.93868700E+00, +1.28158300E-01, +8.40090730E-01
+4.00107450E+01, +4.93873920E+00, +1.28443650E-01, +8.41758300E-01
+4.00119200E+01, +4.93888280E+00, +1.28718520E-01, +8.43356500E-01
+4.00127030E+01, +4.93915710E+00, +1.28989470E-01, +8.44965170E-01
+4.00091790E+01, +4.93933990E+00, +1.29272200E-01, +8.46579070E-01
+4.00099620E+01, +4.93958800E+00, +1.29568010E-01, +8.48202140E-01
+4.00094400E+01, +4.93964020E+00, +1.29820640E-01, +8.49804300E-01
+4.00098310E+01, +4.93971860E+00, +1.30108600E-01, +8.51496740E-01
+4.00100930E+01, +4.93981000E+00, +1.30386090E-01, +8.53070070E-01
+4.00099620E+01, +4.94003190E+00, +1.30674060E-01, +8.54672190E-01
+4.00098310E+01, +4.94030620E+00, +1.30956780E-01, +8.56303110E-01
+4.00090480E+01, +4.94035840E+00, +1.31215950E-01, +8.57775650E-01
+4.00115280E+01, +4.94047590E+00, +1.31486900E-01, +8.59420970E-01
+4.00115280E+01, +4.94061960E+00, +1.31780100E-01, +8.61068930E-01
+4.00100930E+01, +4.94073710E+00, +1.32052350E-01, +8.62664510E-01
+4.00115280E+01, +4.94073710E+00, +1.32327230E-01, +8.64271870E-01
+4.00085260E+01, +4.94108970E+00, +1.32615190E-01, +8.65843890E-01
+4.00086570E+01, +4.94116800E+00, +1.32891370E-01, +8.67489200E-01
+4.00089180E+01, +4.94128550E+00, +1.33175410E-01, +8.69129290E-01
+4.00100930E+01, +4.94159890E+00, +1.33455520E-01, +8.70628020E-01
+4.00099620E+01, +4.94145530E+00, +1.33739560E-01, +8.72269410E-01
+4.00098310E+01, +4.94155970E+00, +1.34009200E-01, +8.73883310E-01
+4.00098310E+01, +4.94183400E+00, +1.34305010E-01, +8.75540410E-01
+4.00103540E+01, +4.94213430E+00, +1.34595590E-01, +8.77207980E-01
+4.00094400E+01, +4.94210820E+00, +1.34870470E-01, +8.78760370E-01
+4.00093090E+01, +4.94236940E+00, +1.35167590E-01, +8.80378200E-01
+4.00095700E+01, +4.94259130E+00, +1.35460790E-01, +8.82000000E-01
+4.00074820E+01, +4.94289170E+00, +1.35736980E-01, +8.83668870E-01
+4.00074820E+01, +4.94295700E+00, +1.36010540E-01, +8.85189850E-01
+4.00086570E+01, +4.94263050E+00, +1.36272330E-01, +8.86824690E-01
+4.00081350E+01, +4.94280030E+00, +1.36557690E-01, +8.88446450E-01
+4.00077430E+01, +4.94306140E+00, +1.36837800E-01, +8.90042030E-01
+4.00080040E+01, +4.94350540E+00, +1.37149330E-01, +8.91653340E-01
+4.00083960E+01, +4.94344010E+00, +1.37416350E-01, +8.93221430E-01
+4.00085260E+01, +4.94350540E+00, +1.37700380E-01, +8.94789520E-01
+4.00082650E+01, +4.94374050E+00, +1.37994890E-01, +8.96408660E-01
+4.00077430E+01, +4.94400160E+00, +1.38278930E-01, +8.97885130E-01
+4.00077430E+01, +4.94411910E+00, +1.38568200E-01, +8.99536990E-01
+4.00081350E+01, +4.94428890E+00, +1.38833910E-01, +9.01140420E-01
+4.00081350E+01, +4.94462840E+00, +1.39138890E-01, +9.02719010E-01
+4.00069600E+01, +4.94494180E+00, +1.39437330E-01, +9.04383960E-01
+4.00070910E+01, +4.94511160E+00, +1.39712200E-01, +9.05915400E-01
+4.00070910E+01, +4.94538580E+00, +1.39997550E-01, +9.07487420E-01
+4.00070910E+01, +4.94567310E+00, +1.40295980E-01, +9.09103940E-01
+4.00069600E+01, +4.94568610E+00, +1.40577400E-01, +9.10685120E-01
+4.00074820E+01, +4.94626070E+00, +1.40866670E-01, +9.12334400E-01
+4.00078740E+01, +4.94627370E+00, +1.41152020E-01, +9.13855370E-01
+4.00065680E+01, +4.94646960E+00, +1.41449150E-01, +9.15448330E-01
+4.00074820E+01, +4.94679610E+00, +1.41742340E-01, +9.17098890E-01
+4.00068290E+01, +4.94717470E+00, +1.42051250E-01, +9.18710170E-01
+4.00066990E+01, +4.94738370E+00, +1.42328740E-01, +9.20249470E-01
+4.00073520E+01, +4.94740980E+00, +1.42631100E-01, +9.21872530E-01
+4.00064380E+01, +4.94760570E+00, +1.42928230E-01, +9.23451120E-01
+4.00053940E+01, +4.94815410E+00, +1.43224050E-01, +9.25055860E-01
+4.00060460E+01, +4.94815410E+00, +1.43506780E-01, +9.26618720E-01
+4.00057850E+01, +4.94836300E+00, +1.43782960E-01, +9.28195970E-01
+4.00052630E+01, +4.94870250E+00, +1.44069610E-01, +9.29728720E-01
+4.00053940E+01, +4.94891150E+00, +1.44369360E-01, +9.31324300E-01
+4.00057850E+01, +4.94905510E+00, +1.44650780E-01, +9.32902860E-01
+4.00052630E+01, +4.94943380E+00, +1.44947900E-01, +9.34433020E-01
+4.00063070E+01, +4.94962970E+00, +1.45226700E-01, +9.36044300E-01
+4.00056550E+01, +4.94983860E+00, +1.45517280E-01, +9.37601920E-01
+4.00061770E+01, +4.94999530E+00, +1.45810480E-01, +9.39247240E-01
+4.00059160E+01, +4.95033480E+00, +1.46099760E-01, +9.40755120E-01
+4.00064380E+01, +4.95056990E+00, +1.46382480E-01, +9.42348090E-01
+4.00042190E+01, +4.95072660E+00, +1.46687460E-01, +9.43941090E-01
+4.00042190E+01, +4.95072660E+00, +1.46967580E-01, +9.45514420E-01
+4.00039580E+01, +4.95106610E+00, +1.47281720E-01, +9.47087740E-01
+4.00052630E+01, +4.95152310E+00, +1.47564450E-01, +9.48586460E-01
+4.00046110E+01, +4.95148390E+00, +1.47852420E-01, +9.50192510E-01
+4.00047410E+01, +4.95200630E+00, +1.48175720E-01, +9.51807730E-01
+4.00046110E+01, +4.95224130E+00, +1.48447980E-01, +9.53365350E-01
+4.00060460E+01, +4.95224130E+00, +1.48728090E-01, +9.54877190E-01
+4.00042190E+01, +4.95271140E+00, +1.49021290E-01, +9.56446590E-01
+4.00042190E+01, +4.95297260E+00, +1.49318410E-01, +9.58010750E-01
+4.00046110E+01, +4.95331210E+00, +1.49620770E-01, +9.59614180E-01
+3.99469190E+01, -2.61000000E-05, +1.59242700E-01, +9.64885240E-01
+4.00036970E+01, +4.94827160E+00, +1.49980730E-01, +9.62877330E-01
+4.00033050E+01, +4.95171900E+00, +1.50406130E-01, +9.64402230E-01
+4.00031750E+01, +4.95299870E+00, +1.50755610E-01, +9.65996520E-01
+4.00035660E+01, +4.93903950E+00, +1.50535710E-01, +9.68726940E-01
+4.00036970E+01, +4.94961660E+00, +1.51194100E-01, +9.69330350E-01
+4.00038270E+01, +4.95247630E+00, +1.51599870E-01, +9.70851320E-01
+4.00726130E+01, +4.93264100E+00, +1.51429710E-01, +9.74763700E-01
+4.00033050E+01, +4.94915960E+00, +1.52035740E-01, +9.74158980E-01
+4.00044800E+01, +4.95246330E+00, +1.52458520E-01, +9.75504580E-01
+4.00038270E+01, +4.93923540E+00, +1.52255640E-01, +9.78177410E-01
+4.00016090E+01, +4.94978640E+00, +1.52949370E-01, +9.78863280E-01
+4.00026530E+01, +4.95311620E+00, +1.09950000E-04, +2.61800000E-05
